code,num
C1072,776.4163900305555
C1128,1190.2536137944508
C1456,620.5846629345543
C1840,523.3906477354997
C1332,1227.8754906202826
C1563,1687.8795678473623
C1794,1016.4165358308967
C1640,453.23065006586904
C1377,305.39988207193824
C2072,288.5738226007137
C1472,403.51140490902014
C1006,145.38994694595806
C1083,395.58609819747073
C1311,216.48690201479303
C2676,279.09792341941306
C2318,265.47363253273727
C1603,583.0631367213316
C2523,325.8333815871043
C2177,291.198234028707
C2411,666.9542604724483
C2033,230.86100405448855
C1604,456.93225278050954
C2535,552.2492541808102
C1040,447.0642883639651
C2417,438.3651840835419
C1812,287.66304262490223
C2253,133.2480073125991
C1294,647.6192162761788
C1772,505.02439448878937
C2646,605.967049220702
C1152,963.4355347578229
C2423,265.4021818829442
C1844,483.84269533850215
C1318,224.45405779324625
C1729,154.035399310005
C1602,289.69905606759505
C1239,369.6963061575758
C1721,651.4723534573261
C1902,897.2243539014473
C1855,311.5051367796062
C2600,410.0646066801445
C1071,463.65073992585275
C2295,380.50899840001875
C1621,618.3860970772142
C1852,933.8678422905359
C2555,1320.5222223424134
C1297,478.32307007989266
C2323,562.995653942902
C2215,402.28531340040166
C2112,322.2418807347256
C1830,858.1466069194928
C2602,215.01860818840652
C2608,1122.2064008960663
C1215,702.1450099825379
C2369,709.1027373947825
C1158,290.71948187187104
C1887,587.758873731405
C1189,319.3495404012202
C1637,432.91002576065364
C1225,230.41350817762742
C2374,319.1277407442441
C2397,616.7051056429794
C1105,907.1081603839259
C1782,395.38553192696736
C1629,248.84593619563526
C1708,268.28608744767223
C2144,479.4653364180249
C1617,791.8186602396349
C1149,491.76579017392106
C1323,293.2557298758555
C1064,758.8451374933233
C1019,282.7915773718049
C2269,646.0740902183477
C1416,934.0539102200942
C1250,863.318386248754
C1741,402.16094837201547
C1016,619.5725947856188
C2675,
C2436,744.1086398338177
C2039,807.2338966939161
C1253,727.6082706454274
C2028,1085.823011219682
C1166,338.50704764052716
C1135,305.76264512459886
C1216,333.0320013484048
C1593,210.97174894746593
C1826,312.1210362581105
C1827,443.83528398050186
C1564,285.0231886548631
C1495,833.3273895561229
C2653,860.7758490422032
C1392,600.4330167888617
C2128,307.9585263797593
C1282,642.1446691926453
C1521,967.491050950894
C2076,769.226486584703
C1060,654.9508465157594
C2473,948.0857600141566
C2557,834.5715266472298
C1835,963.3014095939575
C2224,950.0277007624841
C2222,279.25639994552154
C2430,983.9712810044141
C2497,904.8033133709334
C1494,1181.4933999078721
C1457,618.9076769029657
C1525,1070.0954660241973
C1712,609.1686808884903
C2267,1043.7689906692206
C1623,273.5268801810232
C2131,654.3969062236989
C2691,1215.5533602294006
C1147,847.1595247821916
C1692,936.3943266991387
C1570,869.637318590944
C1474,204.3245417886912
C1633,202.10494272920465
C2113,684.1601094458483
C2175,983.8857545947862
C2303,1447.8751277140323
C2547,570.6438979040628
C2292,779.2576837331997
C1496,876.1646149965206
C1289,308.73069613330125
C1849,689.372436677072
C1003,277.5870281320533
C2268,426.52337827983325
C2551,609.064417464738
C2688,142.12840375100734
C1030,117.13508311764718
C1327,
C2451,566.688471953989
C1749,532.5231992815197
C1349,282.33965995938496
C2043,240.14026932989003
C1229,264.70534870329004
C2363,470.4912681764876
C1414,544.235129134112
C2174,503.26443581358393
C2091,134.21040422803225
C2335,
C1841,108.68218204058331
C2404,127.93748188710168
C1683,126.99700545229598
C1038,288.5413745638475
C2456,263.1629090223885
C1266,504.82009181023716
C2152,13.47672415815714
C1267,481.9213231187449
C2189,275.79429367433374
