code,num
C1072,768.1558620224312
C1456,520.3310803613115
C1840,499.82197080368894
C1640,476.6348338726189
C1377,422.79013229062156
C2072,260.4549069682891
C1472,466.94408623337404
C1006,285.121168635652
C1083,423.3071740363309
C1311,269.5006947876818
C2676,382.10649106816317
C2318,221.91347369428098
C1603,526.5021310136533
C2523,355.1836762772517
C2177,184.51024178796433
C2411,636.544516440548
C2033,263.37349688496
C1604,423.0318762839073
C2535,471.57059016548874
C1040,453.3808924963382
C2417,424.11377658539044
C1812,141.28160092930472
C2253,88.98589464063167
C1294,577.7761546975269
C1772,508.0177621130192
C2646,531.9928321945979
C2423,194.7553510124629
C1844,546.0980198559456
C1318,214.89046203408338
C1729,85.45043916299613
C1602,297.16349553635143
C1239,379.44150979213714
C1721,697.8543473472488
C1902,869.2732234118987
C1855,253.6111802766868
C2600,429.7978896181425
C1071,466.66315394218424
C2295,443.76537007834696
C1621,661.678505549633
C1852,836.1470785258391
C1297,472.5911944686366
C2323,634.9965698139265
C2215,402.38081208353736
C2112,401.50425438690735
C1830,808.3060252626719
C2602,272.3666675206723
C1215,663.9769287638156
C2369,611.9357580524639
C1158,283.4970347918458
C1887,600.0459520875345
C1189,322.80487666019417
C1637,451.0099109273587
C1225,154.77742037794155
C2374,256.21013329611145
C2397,579.7956144940143
C1105,720.591109788068
C1782,413.34956554731866
C1629,169.08875725965459
C1708,245.8210230523138
C2144,481.4562680774171
C1149,445.3966131918403
C1323,368.1826045014965
C1064,658.5509901838885
C1019,302.60849967101717
C2269,691.8132263052357
C1416,853.1385098109611
C1741,452.5628133624332
C1016,703.624243749559
C2436,630.709133893359
C2039,814.853009379681
C1253,833.2559171604157
C1166,304.2436758882752
C1135,284.13695344413213
C1216,330.2710471463332
C1593,226.93943052148992
C1826,264.1372104951553
C1827,412.61804541131147
C1564,260.9461245993923
C2653,871.9692459445102
C1392,638.5955499372194
C2128,314.1320900831969
C1282,613.5079672201524
C1060,642.5777195249648
C2557,830.23940103623
C1835,814.3816814611607
C2224,791.3300827946547
C2222,354.6681115828836
C2430,760.9200612203463
C2497,691.7094401961089
C1494,879.4964797494451
C1457,611.3722786375397
C1712,566.8600304047922
C1623,290.50496514911083
C2131,591.7389924043538
C2691,947.735511983584
C1147,782.6198435449769
C1474,189.8748494101198
C1633,107.89148384953563
C2113,586.5633128706384
C2175,872.4898724828209
C2547,543.594225994253
C2292,786.992903723092
C1496,733.8497798757028
C1289,399.61102378847113
C1849,674.4249227209918
C1003,256.4827870854211
C2268,412.47350982137965
C2551,655.537118049532
C2688,98.39785455913619
C1030,98.56385655671232
C2451,547.0641853336474
C1749,545.7152497246711
C1349,264.19701277623517
C2043,311.94651150142795
C1229,310.4107480210764
C2363,446.4097285316008
C1414,501.2728955384604
C2174,513.1386240248775
C2091,149.86962011894877
C1841,104.37720625322606
C2404,138.28514314720366
C1683,296.3098473826692
C1038,327.3551741082841
C2456,252.2614530369989
C1266,493.0897738220747
C2152,111.54518933587224
C1267,416.82269018160514
C2189,265.99355073888177
C1128,1231.9646158170265
C1332,1313.1930465985497
C1563,1788.0422101801696
C1794,1047.7314400032592
C1152,860.4528296554863
C2555,1461.5484239516663
C2608,1133.6341378945704
C1617,1059.910846332176
C1250,1257.2738767915482
C2028,1025.2535195912903
C1495,1086.5251080043809
C1521,1166.7130894971435
C2076,1012.7676176952234
C2473,1136.1194117382936
C1525,1148.8835860924985
C2267,966.6102766289173
C1692,953.4921144582099
C1570,922.0279702323189
C2303,1341.3477651421929
C1327,0.0
C2335,0.0
C2675,0.0
