code,num
C1072,668.8075952227308
C1128,1180.8629773379828
C1456,543.929466598817
C1840,533.6922334087941
C1332,1172.7916040813043
C1563,1684.5162362325914
C1794,929.4215266021597
C1640,430.0286236798653
C1377,363.25910092875034
C2072,289.8613161683785
C1472,478.31392404079895
C1006,254.21169791472138
C1083,473.4846871984064
C1311,307.9825593453968
C2676,298.53618171786246
C2318,267.3666318645828
C1603,506.7810242020738
C2523,383.5044627791746
C2177,144.28807966827702
C2411,764.0483120977922
C2033,238.13160762467896
C1604,429.8549054199491
C2535,453.85337670364567
C1040,421.11278896269664
C2417,354.5385124992721
C1812,149.47722438906862
C2253,92.64278756288013
C1294,592.8454650153739
C1772,491.502440136942
C2646,506.4630378054344
C1152,926.0641918730381
C2423,171.04501583381156
C1844,468.7235861685325
C1318,241.21190450730413
C1729,85.48369789120284
C1602,323.95192826751827
C1239,355.32082119657184
C1721,657.4694101360327
C1902,918.2929548721595
C1855,243.44099050117464
C2600,380.6657463565246
C1071,500.73001816447356
C2295,462.57392741914055
C1621,587.8170337045093
C1852,926.4612971355499
C2555,1496.5353769720327
C1297,435.8362219719809
C2323,603.5193327395523
C2215,400.8724404052468
C2112,412.7864930493651
C1830,873.472224094554
C2602,254.63622479643027
C2608,1202.6425040735367
C1215,689.8898896674073
C2369,632.3191965453141
C1158,259.518255745003
C1887,601.5147482368787
C1189,272.246007272519
C1637,392.52736785180315
C1225,127.1678484840337
C2374,319.25866115598456
C2397,571.2276808014112
C1105,962.4821658154815
C1782,420.2711035446789
C1629,174.1358383524913
C1708,275.15611894680956
C2144,358.618578017877
C1617,903.7666943468652
C1149,460.88977884072636
C1323,350.85640409258434
C1064,690.6821190666888
C1019,286.5044788595742
C2269,685.440150748145
C1416,794.1896329514509
C1250,816.3424408745652
C1741,449.4313184975116
C1016,716.4841127073884
C2675,
C2436,542.6641162926569
C2039,874.3799040554445
C1253,902.1813625021393
C2028,1085.6317429939938
C1166,296.06997160207743
C1135,275.31259619074626
C1216,324.63609650259883
C1593,248.4900511865769
C1826,292.25216839067593
C1827,445.61023672042177
C1564,272.4027266410793
C1495,963.788200532407
C2653,851.3871889484482
C1392,599.9932250108748
C2128,301.4833519589905
C1282,666.936431916147
C1521,1040.82196318651
C2076,1098.6345952975028
C1060,600.4842836798157
C2473,964.7502882968131
C2557,870.3730022320127
C1835,798.7096551315688
C2224,642.4039960927139
C2222,387.59457606379
C2430,754.3020639629933
C2497,784.7422753827177
C1494,1181.7177237259016
C1457,561.2597685220646
C1525,1068.6428521463301
C1712,561.1316140213481
C2267,878.3180231596793
C1623,304.4225019946834
C2131,587.4809481880753
C2691,1128.4570044285758
C1147,849.0339889099744
C1692,876.4962804350259
C1570,775.8414135640057
C1474,178.48669635925097
C1633,104.16706546375366
C2113,575.543727967656
C2175,820.2904916927932
C2303,1438.8892469237653
C2547,576.9404707344787
C2292,916.3568542233179
C1496,704.0698334170323
C1289,309.49880185382057
C1849,843.9158234506422
C1003,280.2896592624072
C2268,374.01445337901333
C2551,583.9279891712996
C2688,73.94082895403596
C1030,109.19330993259575
C1327,
C2451,576.5199011406079
C1749,558.7036392287886
C1349,254.4518502950691
C2043,252.85719792969212
C1229,275.7048056814597
C2363,425.3778190887818
C1414,420.7902742414455
C2174,509.45050562133855
C2091,112.86343814484593
C2335,
C1841,88.11598504266743
C2404,127.74246904099437
C1683,254.55128213412846
C1038,285.4045785157505
C2456,236.47134113377714
C1266,465.82447748392246
C2152,107.01936581977014
C1267,325.28439969793027
C2189,275.36912334786865
