code,num
C1072,755.2875181786112
C1128,1159.0514841938148
C1456,520.6984708656776
C1840,535.3685027034777
C1332,1150.2649228248229
C1563,1687.6336619315703
C1794,838.7005706063226
C1640,446.60576372801506
C1377,359.6539843147846
C2072,288.0399843493097
C1472,492.6093523189694
C1006,312.24867018837983
C1083,413.5742943882579
C1311,255.72024717107388
C2676,339.9014386283323
C2318,213.347342620147
C1603,490.481216564815
C2523,347.2844314677476
C2177,176.76737305337164
C2411,880.4773884137702
C2033,305.27716949122635
C1604,396.49119435451996
C2535,441.79530677637086
C1040,450.95752169299664
C2417,366.7239081187093
C1812,153.5153679043043
C2253,129.93488747415557
C1294,523.0807408793138
C1772,541.0309600749318
C2646,472.6243590024686
C1152,870.9630869261431
C2423,161.43237955721833
C1844,465.55937240579846
C1318,214.74925610801918
C1729,103.71216439967145
C1602,312.5081040007065
C1239,375.0763508235767
C1721,643.9957710361881
C1902,879.3700211753332
C1855,240.31406562487666
C2600,393.01426918467985
C1071,406.8926110133852
C2295,410.958749944813
C1621,573.7129808736859
C1852,905.1991883290594
C2555,1454.136311389781
C1297,451.72788717541846
C2323,601.7624968786604
C2215,356.6278882506993
C2112,399.02150746280466
C1830,900.1885048652541
C2602,249.93599632972777
C2608,1119.167603308962
C1215,627.4453499666736
C2369,600.9037073069478
C1158,248.93870610406344
C1887,541.9986621769692
C1189,282.8706954154312
C1637,391.50950369511264
C1225,106.7540066643158
C2374,331.58077272738956
C2397,504.9785496351683
C1105,945.0752727592052
C1782,372.6344044192589
C1629,146.92025830738157
C1708,259.08116505985595
C2144,420.3236259674122
C1617,974.86900040296
C1149,441.6801097050692
C1323,332.8891240423105
C1064,630.3215026740527
C1019,268.32092750462664
C2269,674.327854047671
C1416,788.2109269797636
C1250,809.6420271093027
C1741,428.44045558453945
C1016,678.7413234325884
C2675,
C2436,535.2910992013334
C2039,891.177053418966
C1253,868.793373104112
C2028,1089.3677941566189
C1166,263.0690196313823
C1135,258.88192127658203
C1216,297.93250128527205
C1593,289.5693363742612
C1826,244.58477891183588
C1827,384.0536340681895
C1564,273.1074807618308
C1495,904.490845565189
C2653,867.0927548046438
C1392,577.1108561777996
C2128,300.8409961454073
C1282,660.0319932029485
C1521,986.6654111339292
C2076,1018.1588425703865
C1060,620.2516091873911
C2473,1019.2693017666976
C2557,874.1232299350363
C1835,763.6328982713851
C2224,640.5860585777467
C2222,360.7518036225994
C2430,718.2720599886576
C2497,646.8765148505826
C1494,1042.7822956604832
C1457,552.2188145089107
C1525,1076.9889432111509
C1712,582.0768763365339
C2267,787.6765262739212
C1623,271.5771639785131
C2131,527.5854910243243
C2691,970.2695343871076
C1147,877.7112050493022
C1692,860.0178035383708
C1570,763.8516548900348
C1474,184.20999595627907
C1633,97.02920313338512
C2113,552.215174017642
C2175,750.8879687073015
C2303,1307.9205489699139
C2547,597.3185717807401
C2292,877.0696431019294
C1496,649.30088486814
C1289,362.30131035547964
C1849,831.2544778925787
C1003,286.0333075243447
C2268,378.81725712801574
C2551,600.6009455250786
C2688,106.50474904265121
C1030,95.361444283742
C1327,
C2451,512.944703327886
C1749,608.2601115988382
C1349,255.12832741873223
C2043,280.3576825118742
C1229,270.72033909631307
C2363,417.9023337335528
C1414,464.23097776272635
C2174,521.5788896957743
C2091,121.35455128290863
C2335,
C1841,95.17168287822057
C2404,112.45045789269909
C1683,245.49501747067657
C1038,285.46452674858386
C2456,217.95067718516552
C1266,484.9915386560696
C2152,132.25374877854517
C1267,393.4372020078911
C2189,244.60762587031718
