code,num
C1072,668.1655504305966
C1128,1168.2584248275148
C1456,481.63918198484805
C1840,539.3502538180994
C1332,1195.199007988303
C1563,1655.0876755532363
C1794,913.3603710717929
C1640,392.1341635001554
C1377,291.34101247821906
C2072,252.6910902780087
C1472,465.6592744920373
C1006,77.09322987174329
C1083,397.3405578241815
C1311,265.03316371668274
C2676,289.86987450617255
C2318,278.6054550365569
C1603,577.4737639398236
C2523,394.07479744170917
C2177,38.360034157099335
C2411,697.5855746517266
C2033,41.16108249602814
C1604,384.4594543043501
C2535,347.2415739385805
C1040,369.6789114135364
C2417,327.0237362696182
C1812,8.315558359039528
C2253,208.84594078219794
C1294,481.0420570590537
C1772,477.97469792523736
C2646,521.5019678554253
C1152,845.2386246240169
C2423,183.6964721115188
C1844,471.82695861411173
C1318,263.16044810142733
C1729,73.21768984286729
C1602,460.0250757255184
C1239,434.2096048821821
C1721,597.3971160732046
C1902,829.3403150799625
C1855,303.45170804117953
C2600,462.829265026443
C1071,521.4252968805974
C2295,445.611991336963
C1621,590.1671085473699
C1852,1013.2021068734305
C2555,1294.8953286919223
C1297,517.539919079821
C2323,694.0209846461391
C2215,482.6296830559658
C2112,425.81373020336713
C1830,761.1585644530508
C2602,232.42108581197948
C2608,983.4316124078841
C1215,625.8568472374719
C2369,568.0981705386374
C1158,280.11802600632535
C1887,604.7246982631341
C1189,247.75962283466436
C1637,510.46098028481566
C1225,238.70923702614573
C2374,408.3872868350904
C2397,541.4325262676844
C1105,918.6628161440326
C1782,436.41215321498265
C1629,252.38275594898317
C1708,341.17897773884056
C2144,528.1054158475439
C1617,953.3385419139596
C1149,526.8664816370041
C1323,427.5261987520454
C1064,744.5392443813355
C1019,277.27029891539183
C2269,573.215081462565
C1416,834.3629145958346
C1250,1001.9334791740739
C1741,543.3323462837736
C1016,692.5494845689842
C2675,
C2436,519.1960301478686
C2039,903.0649439778238
C1253,779.1710452603097
C2028,1065.52527110949
C1166,361.36990036961544
C1135,280.764030047443
C1216,295.2954865660671
C1593,112.61996761017917
C1826,169.48204227427766
C1827,329.5633447953138
C1564,453.26231241742835
C1495,863.8689118048537
C2653,846.5955624679566
C1392,745.3752883652126
C2128,336.71850962536814
C1282,548.2085289572236
C1521,1160.888147777658
C2076,997.6200602424904
C1060,607.0003968736141
C2473,1189.4517294541843
C2557,547.6932769254463
C1835,760.9630723499224
C2224,648.8234697790144
C2222,442.259851649609
C2430,879.6667191619517
C2497,687.6182465328945
C1494,897.5286981733732
C1457,478.39374391806905
C1525,1051.187045917778
C1712,686.6942814402604
C2267,927.5937714225586
C1623,370.4612487942747
C2131,763.37320030135
C2691,965.6910616775115
C1147,920.9393000337761
C1692,1068.7428510315958
C1570,844.3636680312754
C1474,150.19546337708624
C1633,134.49012148087718
C2113,620.0724530188514
C2175,765.9915531231994
C2303,1327.5896866725516
C2547,455.52879353067345
C2292,1076.6771636330343
C1496,761.668353023201
C1289,315.1172224104581
C1849,796.4487388420893
C1003,125.30186278785516
C2268,233.55439732503703
C2551,846.5842848834867
C2688,30.561466466195498
C1030,8.315558359039528
C1327,
C2451,559.9908625045713
C1749,473.0576917113696
C1349,112.73647539950173
C2043,172.48350852531786
C1229,565.5173588179949
C2363,268.79845168757095
C1414,383.00839247720893
C2174,157.83568842037687
C2091,99.40665040886103
C2335,
C1841,163.08518596591057
C2404,77.27566992940797
C1683,211.96009151760035
C1038,255.33661502896513
C2456,193.73753056501937
C1266,376.7411838628027
C2152,8.315558359039528
C1267,254.30723497676968
C2189,59.04653438643447
