code,num
C1072,632.9925997415619
C1128,1203.7721074121487
C1456,592.9927053911053
C1840,535.0014614973164
C1332,1189.5788698532679
C1563,1681.2857966055453
C1794,1014.3288335735153
C1640,327.1568823778194
C1377,300.3469775360401
C2072,280.92608720972135
C1472,465.4767932719953
C1006,198.0162219945633
C1083,426.9522458655147
C1311,256.3582681948724
C2676,147.22531953080463
C2318,248.42502734571772
C1603,535.1077683088871
C2523,355.2406220651492
C2177,92.29273041615895
C2411,795.4112718604316
C2033,132.94500219839142
C1604,404.02643266381466
C2535,441.84601205358695
C1040,492.32037380524747
C2417,403.04485151273616
C1812,79.1555808869984
C2253,125.76853790388148
C1294,539.1084538278088
C1772,476.16407838471366
C2646,479.88962799699556
C1152,929.0766926241307
C2423,192.72082772411784
C1844,517.7582434889631
C1318,230.9065427095914
C1729,117.20355095468855
C1602,370.3076439018326
C1239,449.78297401437106
C1721,575.6409270645644
C1902,864.0211562008242
C1855,332.1489596951208
C2600,459.948954604445
C1071,424.2571362648471
C2295,381.1361297938655
C1621,571.4632441703238
C1852,992.9789157885425
C2555,1191.6952521335418
C1297,443.67426669090617
C2323,528.0934061731923
C2215,400.8247230623572
C2112,320.7261041522146
C1830,792.3889589349183
C2602,286.43034873915445
C2608,914.6035279051765
C1215,722.6589053336463
C2369,577.2873427949086
C1158,229.92603676769846
C1887,597.5433093804372
C1189,318.5748544495446
C1637,457.7295442919999
C1225,197.9836649534333
C2374,346.509887818473
C2397,529.3415238347224
C1105,900.3945781154671
C1782,430.97236149018323
C1629,224.69107754484895
C1708,306.5350931074881
C2144,609.6807837112867
C1617,875.1038936355968
C1149,548.4268333120515
C1323,443.19322723061623
C1064,761.4135265180118
C1019,274.4904619793992
C2269,559.1918065215609
C1416,871.5462851198331
C1250,930.3822722264174
C1741,421.4237378130278
C1016,624.2971221621025
C2675,
C2436,425.59729132374366
C2039,843.5945254707523
C1253,761.5546650696094
C2028,1043.8862379885672
C1166,296.96015347389033
C1135,265.69316571550803
C1216,295.84890796363703
C1593,188.69246009833117
C1826,216.50456225515723
C1827,386.29980629980764
C1564,327.13072492652054
C1495,945.9655244499563
C2653,770.1684414321351
C1392,629.7365603250818
C2128,321.2184401554518
C1282,633.2350738974603
C1521,1149.7280680152383
C2076,1070.4143738042744
C1060,601.950858563602
C2473,1041.7336870363388
C2557,698.4371395944339
C1835,849.6541122481802
C2224,675.9886561609583
C2222,354.06819332070125
C2430,402.7410009878954
C2497,671.722750972297
C1494,1057.1247511773527
C1457,612.7085998781808
C1525,1104.9775179691233
C1712,590.0038394693458
C2267,937.071508265376
C1623,248.1764345919786
C2131,453.1292211090969
C2691,1180.7186668942031
C1147,955.4436007639072
C1692,1004.7440728090734
C1570,887.8516359366789
C1474,157.57648102621815
C1633,138.58430920187976
C2113,676.5384807549752
C2175,756.1023363594659
C2303,1418.4499620623133
C2547,514.1486270023121
C2292,789.5304448748388
C1496,761.6071496126185
C1289,379.8265749582646
C1849,870.3640415960895
C1003,248.60998385998286
C2268,413.12981968886083
C2551,554.866992555845
C2688,131.6203159120821
C1030,126.93509443201614
C1327,
C2451,586.2994949585903
C1749,521.9888544396263
C1349,224.50417194414848
C2043,296.47011155047534
C1229,272.3888360989051
C2363,341.468384695903
C1414,480.6301053482577
C2174,353.04087178752377
C2091,152.03312592172566
C2335,
C1841,87.32860134629476
C2404,147.91980923663786
C1683,248.896379266915
C1038,337.87800608040715
C2456,234.15214560395992
C1266,441.7031448650547
C2152,54.49886557428351
C1267,292.42789177937624
C2189,189.20511595196382
