subway_name,위도,경도,환승역 수
가능역,127.044288264841,37.7483963196456,1
가산디지털단지역,126.882661758356,37.4803959660982,2
간석역,126.69351903231802,37.46470628162983,1
개봉역,126.858715959622,37.4946417150651,1
관악역,126.90849999541258,37.41956795517324,1
광명역,126.884803975489,37.4164513418111,1
광운대역,127.061695160651,37.6238373628149,2
구로역,126.88230806229326,37.50334155631282,1
구일역,126.86969110539,37.496254517687,1
군포역,126.948517502286,37.35419227847359,1
금정역,126.94347315682283,37.37246820714397,2
금천구청역,126.893608614581,37.4561943743749,1
남영역,126.97133096608212,37.540566672483216,1
노량진역,126.940893179777,37.5135856714992,2
녹양역,127.042279351606,37.759385253302,1
녹천역,127.05138201885734,37.644633445567656,1
당정역,126.94837119045768,37.343689819399884,1
대방역,126.92649449142719,37.51335413975466,1
덕계역,127.056691678415,37.8187525814885,1
덕정역,127.06155932141,37.8431876500694,1
도봉역,127.045534886672,37.6792119046658,1
도봉산역,127.04606271663916,37.68951167833238,2
도원역,126.64253515710824,37.46877255664296,1
도화역,126.668575935273,37.4661175111199,1
독산역,126.88947790336374,37.46597376787178,1
동대문역,127.01063381083677,37.571669405802616,2
동두천역,127.05492800053,37.9276132662293,1
동두천중앙역,127.05642330094,37.9017807357936,1
동묘앞역,127.016364227103,37.5732166600283,2
동암역,126.702889753462,37.4706957867304,1
동인천역,126.63261605410459,37.4754032677399,1
두정역,127.149080841068,36.8335990318913,1
망월사역,127.047418285506,37.7102191609902,1
명학역,126.935592791667,37.3844604191546,1
방학역,127.044321721307,37.6674383662755,1
배방역,127.052788090648,36.7776965014173,1
백운역,126.707294407871,37.483342495597,1
병점역,127.03320037309325,37.206752699495524,1
보산역,127.0571810247491,37.914144018035586,1
봉명역,127.1360381121,36.8014198330363,1
부개역,126.740730089704,37.488477043182,1
부천역,126.783081743529,37.4839888842916,1
부평역,126.724331088618,37.4894490429055,2
서동탄역,127.051856779194,37.1957351505295,1
서울역,126.970606917394,37.5546788388674,4
서정리역,127.052881703722,37.0565637021655,1
석계역,127.06568946412851,37.61500552731744,2
석수역,126.90232078368835,37.43509293822681,1
성균관대역,126.971022000022,37.3003290017027,1
성환역,127.126886792061,36.9161367869934,1
세류역,127.01379969649852,37.243872520123844,1
세마역,127.043426817312,37.1871352848477,1
소사역,126.79564427244556,37.48280032710237,1
소요산역,127.061128608638,37.9488975919392,1
송내역,126.75316170607587,37.48764230897348,1
송탄역,127.05428046136659,37.0757126572027,1
수원역,127.000094700292,37.2657903079673,2
시청역,126.97719821079865,37.56534539636417,4
신길역,126.91836721069228,37.51678703217714,2
신도림역,126.891312500851,37.508908482648,2
신설동역,127.024456700382,37.5760299683175,3
신이문역,127.067398003775,37.6017816437084,1
신창역,126.951393082675,36.7696422998843,1
쌍용역,127.121378271233,36.7937257780754,1
아산역,127.104380324936,36.7946033734687,1
안양역,126.922643794145,37.4018568034268,1
양주역,127.044721319691,37.7741421622165,1
역곡역,126.81205932067193,37.485314358615625,1
영등포역,126.90787602747,37.5156836953862,1
오류동역,126.84480744815397,37.49439720933549,1
오산역,127.066630122646,37.1447171633287,1
오산대역,127.063075726398,37.1693504386917,1
온수역,126.823847928009,37.4919675365056,2
온양온천역,127.003181472942,36.7805448837693,1
외대앞역,127.06369251069,37.5962732416653,1
용산역,126.964824061815,37.5300763645794,3
월계역,127.058857087601,37.6332775453974,1
의왕역,126.9479765012,37.3203421132836,1
의정부역,127.045956826767,37.7383624923599,1
인천역,126.616821060576,37.4761676094062,2
제기동역,127.03494949507864,37.57817349658033,1
제물포역,126.65749387411809,37.466819329634994,1
종각역,126.98315081716676,37.570227990912244,1
종로3가역,126.992153252476,37.570420844523,3
종로5가역,127.00153834521934,37.57097610838373,1
주안역,126.679970189053,37.4650532935666,2
중동역,126.764535113735,37.4866816250266,2
지제역,127.069832738374,37.0187818090483,1
지행역,127.05579309162063,37.892342734325595,1
직산역,127.143823728817,36.8709328418739,1
진위역,127.062355993621,37.1100790285838,1
창동역,127.047644999036,37.6533385121404,2
천안역,127.146845628883,36.8090015453417,1
청량리역,127.048504385911,37.5807329338809,3
평택역,127.085291092947,36.9909823564826,1
화서역,126.9896120326472,37.2840016829776,1
회기역,127.058048369273,37.5897962196601,3
회룡역,127.047295368138,37.7238058806629,2
강남역,127.02800140627488,37.49808633653005,2
강변역,127.094741101863,37.5351180385975,1
건대입구역,127.06920291650829,37.54040751726388,2
교대역,127.013867969161,37.4927431676548,5
구로디지털단지역,126.901473080039,37.4852605752505,1
구의역,127.086180837795,37.5371752725594,1
까치산역,126.846444264065,37.5322306724471,2
낙성대역,126.963523905001,37.4770932409965,1
당산역,126.902611795523,37.5347843171332,2
대림역,126.894931036051,37.4933099444417,2
도림천역,126.882649092584,37.5145080414761,1
동대문역사문화공원역,127.009005301929,37.5656635044556,3
뚝섬역,127.04738727881,37.547241554679,1
문래역,126.894778820701,37.5179757181801,1
방배역,126.997553345516,37.4814561268152,1
봉천역,126.941686527151,37.4824725161034,1
사당역,126.98155858357366,37.47656223234824,2
삼성역,127.06302321147605,37.508822740225305,1
상왕십리역,127.02927241035283,37.56443666620397,1
서울대입구역,126.952713197762,37.4812845080678,1
서초역,127.007662120039,37.4918499338918,1
선릉역,127.04896282498558,37.504497373023206,2
성수역,127.056066999327,37.5445888153751,1
신답역,127.047080117369,37.5698386846442,1
신당역,127.019477533278,37.5656730531732,2
신대방역,126.91350747615147,37.48765046104574,1
신림역,126.929745374123,37.4842680361482,1
신정네거리역,126.852889567642,37.5202231231721,1
신촌역,126.93698075993808,37.555198169366435,2
아현역,126.95614644008904,37.55740617797663,1
양천구청역,126.865722369229,37.5123888716808,1
역삼역,127.03646946847,37.5006744185994,1
영등포구청역,126.89667739939,37.5258305311402,2
왕십리역,127.03710337610202,37.561268363317176,4
용답역,127.05088954367504,37.562122776762756,1
용두역,127.038275698211,37.5740621283646,1
을지로3가역,126.99098443539428,37.56629149790628,2
을지로4가역,126.997632059113,37.5666405038268,2
을지로입구역,126.9821953112953,37.566035517712955,1
이대역,126.94642954546576,37.556814718869,1
잠실역,127.10023101886318,37.51331105877401,2
잠실나루역,127.103808749487,37.5207124124456,1
잠실새내역,127.086314327913,37.5116263587296,1
종합운동장역,127.073849447402,37.5111446632705,3
충정로역,126.96449207476172,37.55976328822766,2
한양대역,127.043639802768,37.5557159860408,1
합정역,126.91445406513526,37.54991315995173,2
홍대입구역,126.923778562273,37.5568707448873,3
가락시장역,127.118262745146,37.4930992522183,2
경복궁역,126.973691352767,37.5758061234865,1
경찰병원역,127.124482397777,37.4960049150853,1
고속터미널역,127.00512100872538,37.50454885557265,3
구파발역,126.918852820009,37.6364357889145,1
금호역,127.01582916945283,37.548260922874086,1
남부터미널역,127.01620028391,37.4851996335293,1
녹번역,126.935828008217,37.6008067681825,1
대곡역,126.810929998862,37.6316955592152,3
대청역,127.07952812085006,37.49370832148055,1
대치역,127.063203409529,37.4944966528582,1
대화역,126.747500970967,37.676157377075,1
도곡역,127.05549883514037,37.49097398162934,2
독립문역,126.95791371132584,37.57446627898665,1
동대입구역,127.00531600900922,37.55905581925076,1
마두역,126.77761059652867,37.65224113444557,1
매봉역,127.046711448388,37.4869394661317,1
무악재역,126.950230954136,37.5825632263526,1
백석역,126.788131509803,37.6429623651607,1
불광역,126.930315826401,37.6100477979795,1
삼송역,126.895671839107,37.6530749531282,1
수서역,127.104469788175,37.4852951142482,2
신사역,127.02030856272764,37.51643597531432,1
안국역,126.98542143228659,37.57650192060523,1
압구정역,127.02850865895756,37.52649127416921,1
약수역,127.010891666957,37.5545053994984,2
양재역,127.03416413380752,37.48457681195669,2
연신내역,126.921100704496,37.6192032466353,1
오금역,127.127953219596,37.5021388575469,2
옥수역,127.017393782846,37.5415662783673,2
원당역,126.842918441607,37.6531102058516,1
원흥역,126.87302523491,37.6506921774602,1
일원역,127.084129757128,37.4839886684666,1
잠원역,127.011419491429,37.5128899169357,1
정발산역,126.773405960872,37.659480619983,1
주엽역,126.761263524195,37.6701494878278,1
지축역,126.913854269202,37.6481486423031,1
충무로역,126.994150735779,37.5613965840169,2
학여울역,127.071166599707,37.4968851977644,1
홍제역,126.944158007985,37.5887953806088,1
화정역,126.832688422366,37.6346440058753,2
경마공원역,127.007838042533,37.4439629881231,1
고잔역,126.82359875532677,37.3167693077138,1
과천역,126.99661712263098,37.43287530237988,1
길음역,127.02506019737066,37.603394782316634,1
남태령역,126.989085267707,37.4642499558525,1
노원역,127.063449137455,37.6563403513278,2
당고개역,127.079066619316,37.6702168353314,1
대공원역,127.006752481821,37.4360557449009,2
대야미역,126.916897519557,37.327965125951,1
동작역,126.9803148383829,37.50297957674478,2
명동역,126.98640235001736,37.56096526943837,1
미아역,127.026041090189,37.6266544891889,1
미아사거리역,127.03008663628454,37.61327836400571,1
반월역,126.90382444207,37.3123817631801,1
범계역,126.950783269518,37.3897837540429,1
산본역,126.933046329836,37.3580193085257,1
삼각지역,126.972922951307,37.5344393447708,2
상계역,127.073421632239,37.660720544722,1
상록수역,126.8666056400078,37.30285235924208,1
선바위역,127.00222869400723,37.451747988798516,1
성신여대입구역,127.0171260607647,37.59296812939267,2
수리산역,126.92563095069,37.3505579695805,1
수유역,127.02550910860451,37.63788539420793,1
숙대입구역,126.972118127373,37.5445952301115,1
신길온천역,126.76752183250063,37.33737450574518,1
신용산역,126.967965039183,37.5292591489375,1
쌍문역,127.03465609756,37.6485426057036,1
안산역,126.7892163493839,37.32685867641246,1
오이도역,126.73840352940697,37.36170269464333,2
이촌역,126.97354268961969,37.52241291383126,2
인덕원역,126.976679855187,37.4014941709597,1
정부과천청사역,126.989868044926,37.4265047272927,1
정왕역,126.74335018635819,37.351701334544885,1
중앙역,126.83883035405907,37.31599451967913,2
초지역,126.80647314589804,37.3204403767323,1
총신대입구역,126.982211871752,37.4867995957995,1
평촌역,126.9638080221341,37.39423950914369,1
한대앞역,126.85402320176591,37.309429480381965,1
한성대입구역,127.00601781685579,37.58842461354086,1
혜화역,127.00194500977393,37.58204391787134,1
회현역,126.9784372569283,37.55876114587941,1
강동역,127.132396300314,37.5358819145235,1
개롱역,127.135079598384,37.4979682783882,1
개화산역,126.806814314979,37.5725371505293,1
거여역,127.143773841911,37.4933304500736,1
고덕역,127.15416500963447,37.55504766830918,1
공덕역,126.951451177648,37.5445416897534,4
광나루역,127.103521464507,37.5452991715677,1
광화문역,126.97642427981408,37.57164860977568,1
군자역,127.0795106156054,37.557151488837924,2
굽은다리역,127.14288387331297,37.54551759022203,1
길동역,127.140021295948,37.5378264874159,1
김포공항역,126.80191361988808,37.56196757232288,3
답십리역,127.05256127651293,37.56697480965114,1
둔촌동역,127.13621464981398,37.52765684247226,1
마곡역,126.82469691791624,37.56022863776301,1
마장역,127.042984855663,37.5661389565959,1
마천역,127.152859864985,37.4950381629493,1
마포역,126.94586257221307,37.53955402908912,1
명일역,127.14404374474,37.5513978958277,1
목동역,126.86462527157516,37.526135115923466,1
발산역,126.83773640693936,37.558677743241596,1
방이역,127.126096046986,37.5087506251989,1
방화역,126.812819296675,37.5776031994404,1
상일동역,127.165905758209,37.5566778757215,1
서대문역,126.96663755850754,37.56575193662503,1
송정역,126.812430347154,37.5611612387718,2
신금호역,127.02049316578315,37.55447619249223,1
신정역,126.856097474225,37.5250276134139,1
아차산역,127.08956495447913,37.55224917071854,1
애오개역,126.956669363197,37.5534131497489,1
양평역,126.886419282885,37.5255796429707,2
여의나루역,126.93298596744,37.5271469489465,1
여의도역,126.92466104293,37.5211700890445,2
영등포시장역,126.905179566968,37.522709383885,1
오목교역,126.875307312696,37.5245340839144,1
올림픽공원역,127.130963675401,37.5163389870117,1
우장산역,126.83632627213518,37.54881618721654,1
장한평역,127.06370373106944,37.5616038910656,1
천호역,127.12392845044,37.5385112120297,2
청구역,127.013943845279,37.5602101936978,2
행당역,127.029511840513,37.5573637818732,1
화곡역,126.840455026335,37.5416507925709,1
고려대역,127.03630828564728,37.59044191064368,1
광흥창역,126.93202965599583,37.54748648317645,1
녹사평역,126.9865496751,37.5347227952064,1
대흥역,126.942473188734,37.5476479056751,1
돌곶이역,127.0564381246322,37.61054501416126,1
디지털미디어시티역,126.90127778415635,37.57601374718818,3
마포구청역,126.903425598797,37.5634871865932,1
망원역,126.910094329982,37.5560826563712,1
버티고개역,127.006730866101,37.5478275106099,1
보문역,127.020003515933,37.585541696968,2
봉화산역,127.09136011564394,37.617350836302734,1
상수역,126.92242989321456,37.54776618366393,1
상월곡역,127.048829192974,37.6065588265169,1
새절역,126.913580663181,37.5908600479967,1
안암역,127.029233420248,37.586307417971,1
월곡역,127.041460725816,37.6018044172918,1
월드컵경기장역,126.899098148061,37.5696355653344,2
응암역,126.9155399209037,37.5984928632876,1
이태원역,126.994333861918,37.5345252050511,1
증산역,126.909494991105,37.583746353282,2
창신역,127.01529688465331,37.57941474393655,1
태릉입구역,127.075405300578,37.618459513199,2
한강진역,127.001765135176,37.5397907743775,1
화랑대역,127.08354181123269,37.61984245540276,1
효창공원앞역,126.96139810075,37.5393087503306,2
강남구청역,127.0413109462156,37.51721617197854,2
공릉역,127.073033585328,37.6255427648558,1
광명사거리역,126.854873735158,37.4792983082726,1
굴포천역,126.7313475774674,37.50704649360379,1
까치울역,126.81133962285816,37.506227351130065,1
남구로역,126.88741505160269,37.48625714438263,1
남성역,126.97091020065321,37.484793511299706,1
내방역,126.993600180589,37.4876585212369,1
논현역,127.02165424259898,37.51120000205266,1
뚝섬유원지역,127.066796230331,37.5315583755646,1
마들역,127.057712619869,37.6652017465321,1
먹골역,127.077762187968,37.6106193846197,1
면목역,127.087503803859,37.5887148877725,1
반포역,127.011586161943,37.5081614290284,1
보라매역,126.92061230710924,37.49992085496506,1
부천시청역,126.76401271224958,37.504657430273305,1
부천종합운동장역,126.797233841984,37.5054255130821,1
부평구청역,126.72143971800028,37.50743350044892,2
사가정역,127.088504554212,37.5809403751459,1
삼산체육관역,126.7414221320359,37.50650314706075,1
상도역,126.947917975554,37.5028706251049,1
상동역,126.753192450274,37.50578860265,1
상봉역,127.085746686941,37.5967097755022,3
수락산역,127.055350968781,37.6778814656816,1
숭실대입구역,126.953621963422,37.4963172817574,1
신대방삼거리역,126.92821094566965,37.499757228908564,1
신중동역,126.776897204578,37.5029525402622,1
신풍역,126.90975434386,37.5001229935524,1
어린이대공원역,127.07465525507352,37.54796087622509,1
용마산역,127.08671982507775,37.57366797492471,1
이수역,126.982211871752,37.4867995957995,1
장승배기역,126.939072381356,37.5048990621814,1
장암역,127.052818310578,37.699956566426,1
중계역,127.06411035896,37.6450921230569,1
중곡역,127.08431236632154,37.56592206115955,1
중화역,127.079312037122,37.6025526943256,1
천왕역,126.83860534807998,37.48685558277736,1
철산역,126.868211027014,37.4761928424537,1
청담역,127.053717937903,37.519455579961,1
춘의역,126.786996627015,37.5036991939036,1
하계역,127.067991278758,37.6364765391858,1
학동역,127.03190190063152,37.51434578734927,1
강동구청역,127.12044373032,37.5302111983522,1
남한산성입구역,127.159882577768,37.4516686968693,1
단대오거리역,127.156769790167,37.44502248894697,1
모란역,127.129970457799,37.4340382896277,2
몽촌토성역,127.11286534895457,37.5178055794687,1
문정역,127.122484886901,37.4860310539381,1
복정역,127.126724009736,37.4707418689753,2
산성역,127.14994186233623,37.456881468719025,1
석촌역,127.107004062699,37.5054141216925,1
송파역,127.112193506363,37.4997149535067,1
수진역,127.140534508419,37.4373779787206,1
신흥역,127.147538132656,37.4409230460675,2
암사역,127.12754072968517,37.55015818096496,1
장지역,127.12617656737,37.4786316933099,1
가양역,126.85442142615852,37.56143311719883,1
개화역,126.796891362602,37.5783445148797,1
공항시장역,126.81060964296609,37.56368922800772,1
구반포역,126.987464905696,37.5014398319603,1
국회의사당역,126.91783895106,37.5281465047706,1
노들역,126.953096069577,37.5126721234205,1
등촌역,126.86557100595411,37.550728980328884,1
마곡나루역,126.827420928424,37.5667126094974,1
봉은사역,127.060233935114,37.5142554489848,1
사평역,127.015272484531,37.5042326273953,1
삼성중앙역,127.053043676912,37.5129614511319,1
샛강역,126.928375058271,37.5173737710931,1
선유도역,126.89333386450167,37.53815865606546,1
선정릉역,127.043627289129,37.5109326388803,2
신논현역,127.025492036104,37.504811111562,1
신목동역,126.883095790252,37.5442883741577,1
신반포역,126.996082392175,37.5035091412544,1
신방화역,126.81723757150974,37.56748745669626,1
양천향교역,126.841978835328,37.5680808809647,1
언주역,127.033970921595,37.5073353959717,1
염창역,126.874871603971,37.546982941543,1
증미역,126.86063675500975,37.558133059903305,1
흑석역,126.963463063008,37.5091654719404,1
4.19민주묘지역,127.01369763482,37.6495307746374,1
가오리역,127.01676896839822,37.6415440572233,1
북한산보국문역,127.008263392003,37.6121367531121,1
북한산우이역,127.01275713087601,37.66288704047998,1
삼양역,127.018156780705,37.6269190539283,1
삼양사거리역,127.020488845069,37.6213181360851,1
솔밭공원역,127.013268181236,37.6559782562487,1
솔샘역,127.01355180603669,37.620259575206596,1
정릉역,127.013539545056,37.602614606648,1
화계역,127.017510491529,37.6340873974011,1
경기광주역,127.253282668137,37.3989438131636,1
곤지암역,127.346251343712,37.3505395429634,1
부발역,127.490321502069,37.2603923465465,1
삼동역,127.20338391386589,37.40868738382225,1
세종대왕릉역,127.570659645212,37.2936335226433,1
신둔도예촌역,127.40524300441095,37.3156131233126,1
여주역,127.628529053998,37.2828596478666,1
이매역,127.127318661399,37.3947135146921,2
이천역,127.44216788016918,37.264225761758865,1
초월역,127.299905223152,37.3733791295012,1
판교역,127.111196698916,37.3947766273829,2
가좌역,126.914824171209,37.5687541714336,1
강매역,126.84449823065067,37.6122904718741,1
곡산역,126.801806892782,37.6457575538988,1
구리역,127.143350984187,37.6032707405088,1
국수역,127.399309828929,37.5161871164552,1
금릉역,126.765410119425,37.7513389843704,1
금촌역,126.774619832917,37.7661616079929,1
능곡역,126.820422359748,37.6190245080032,1
덕소역,127.208842710609,37.5868903292078,1
도농역,127.161178663222,37.6087726045416,1
도심역,127.222683857886,37.579639075911,1
망우역,127.092367383432,37.5992960295399,2
문산역,126.787395378931,37.854626895054,1
백마역,126.79461646967,37.658016621853,1
서강대역,126.935507621173,37.5521384864879,1
서빙고역,126.98841094338457,37.519568139395346,1
수색역,126.895659539922,37.5808157167381,1
신원역,127.373091698635,37.5255855578889,1
아신역,127.443211499187,37.5139186008078,1
야당역,126.761453983315,37.712611015679,1
양수역,127.329138380916,37.5459634283124,1
양원역,129.09127875721,36.963793235074,1
양정역,127.19466908658632,37.604027962835566,2
오빈역,127.473661407181,37.5061671737276,1
용문역,127.594385099556,37.4826099970057,2
운길산역,127.310231608596,37.5546425431665,1
운정역,126.76716330229101,37.72560181256856,1
원덕역,127.546558679899,37.468781735546,1
월롱역,126.792585875504,37.7962146380874,1
응봉역,127.034483653629,37.5499526279456,1
일산역,126.770022642636,37.6820129415088,1
중랑역,127.075680398461,37.5948425975025,2
지평역,127.629671068247,37.4768806832667,1
탄현역,126.761078262576,37.6939889446111,1
파주역,126.79269130281,37.8153655831005,1
팔당역,127.243966151989,37.5473594340956,1
풍산역,126.786275217066,37.6723381857514,1
한남역,127.009209110584,37.5294289189437,1
행신역,126.83427956001252,37.611966624548124,1
화전역,126.868385723589,37.6033132442999,1
가평역,127.51073942455,37.8145200514507,1
갈매역,127.114760741021,37.6340689252244,1
강촌역,127.634151572422,37.805721704842,1
굴봉산역,127.557769861431,37.8320661917515,1
금곡역,127.207533674718,37.6373551430559,2
김유정역,127.714323967766,37.8184490071056,1
남춘천역,127.723818912124,37.8640540774308,1
대성리역,127.379706254541,37.6839900741502,1
마석역,127.311686554885,37.652792215501,1
백양리역,127.589324987859,37.8307917497493,1
별내역,127.126969149167,37.6420679726917,1
사릉역,127.17692620365439,37.65112427884554,1
상천역,127.454515681516,37.7701784041516,1
신내역,127.104271439503,37.6124910157349,1
천마산역,127.285062700362,37.6592276778117,1
청평역,127.426622860785,37.7355163992466,1
춘천역,127.716698593345,37.884512737384,1
퇴계원역,127.14353713662,37.6482657629059,1
평내호평역,127.244438968688,37.6532138128125,1
가천대역,127.1266967573021,37.44856169280611,1
개포동역,127.066120707828,37.4891394691891,1
구룡역,127.059492941655,37.4870274262116,1
구성역,127.105695833197,37.2989770487314,1
기흥역,127.11704645705142,37.27545287699772,2
대모산입구역,127.073070274916,37.4915500752654,1
