code,num
C1072,586.2999175019089
C1456,429.0174125334476
C1840,443.927386224713
C1640,381.9934939184395
C1377,301.667182809848
C2072,238.78032805243097
C1472,373.8334497379634
C1006,272.5390688664298
C1083,360.68629715561684
C1311,250.30014090596268
C2676,358.2533524801734
C2318,184.8116870452468
C1603,408.6546782802221
C2523,303.0343705350218
C2177,137.73287211299078
C2411,591.9595040473803
C2033,277.55494191024616
C1604,351.9882165767268
C2535,347.90958279454105
C1040,368.6726316111613
C2417,305.3176045364461
C1812,166.896611267963
C2253,149.93645558593994
C1294,470.1773239504112
C1772,416.90019261781015
C2646,394.13850956886324
C2423,140.5109722987143
C1844,424.89496402505483
C1318,192.685172339764
C1729,108.0423250122056
C1602,260.5750388895601
C1239,330.06606605820775
C1721,506.7571953882558
C1902,666.7975834841666
C1855,200.3642524677969
C2600,342.5662969197412
C1071,425.1262856201106
C2295,386.697884478639
C1621,482.34957716502265
C1852,607.5976636399012
C1297,387.9474023949269
C2323,485.4665817590821
C2215,339.36794780796953
C2112,359.46098343930356
C1830,604.1870457459472
C2602,262.9259957133461
C1215,543.7084775568526
C2369,491.67362485899184
C1158,220.05083064163657
C1887,464.54759770218686
C1189,247.45858428907968
C1637,351.049205265805
C1225,87.2518783461212
C2374,253.67711708177472
C2397,455.0367009507744
C1105,663.2576427062406
C1782,337.8015365471663
C1629,143.73000978015807
C1708,234.8502264171817
C2144,365.7604597939692
C1149,390.39549169750416
C1323,306.99207844008754
C1064,562.5732196950203
C1019,228.04590392034996
C2269,542.5564458871976
C1416,737.1608777630277
C1741,385.69096710839904
C1016,565.0304827010126
C2436,458.3154701659644
C2039,690.7404271437623
C1253,676.5663749841729
C1166,257.6215242268671
C1135,242.23540953071915
C1216,287.363711112956
C1593,273.1994918201558
C1826,195.28994777877537
C1827,335.1351333680519
C1564,223.2920713702353
C2653,656.7768320851397
C1392,546.8404002804482
C2128,258.84968311109793
C1282,521.589302633784
C1060,500.659113829983
C2557,512.5744539101769
C2224,567.2290341016762
C2222,323.1525418859351
C2430,631.2053031695305
C2497,648.2949954576876
C1494,744.0714325891654
C1457,453.21983214577403
C1712,482.2361780284204
C1623,255.05937816565225
C2131,524.5333299989682
C1474,136.20665131676833
C1633,107.71664377826283
C2113,501.1569891538939
C2175,755.2930574134023
C2547,489.2180834658423
C1496,645.175398248387
C1289,332.1672169137386
C1849,614.2272066443193
C1003,204.20235267308186
C2268,294.17960987221966
C2551,503.09506167001393
C2688,60.2999289464276
C1030,106.86653871823671
C2451,520.2469646329607
C1749,451.4512058576458
C1349,223.47631126092446
C2043,204.0790251908029
C1229,224.2894461962321
C2363,322.4176165977566
C1414,357.09773709267694
C2174,424.5032697170816
C2091,116.68426352603069
C1841,80.01267934672103
C2404,94.24235062356911
C1683,197.8073765771802
C1038,238.27288970870848
C2456,196.65070186239757
C1266,441.8790631274003
C2152,99.67080506034006
C1267,307.49649157892486
C2189,228.41108978426902
C1128,1150.5513476321528
C1332,1172.9579583153702
C1563,1682.2719338048169
C1794,1090.252062532291
C1152,875.9110413624735
C2555,1423.9139311013996
C2608,1162.6547351349298
C1617,981.8224702898285
C1250,833.4242444147953
C2028,1112.4666079849844
C1495,1016.9946251049522
C1521,1012.6430885017378
C2076,1014.5488590281785
C2473,1106.7054269681537
C1835,933.1783470068112
C1525,1142.94844040897
C2267,865.3528946075472
C2691,1080.3872521190399
C1147,892.9476986204118
C1692,830.9388935046914
C1570,833.7764649158757
C2303,1497.4901213111839
C2292,847.1606967274676
C1327,0.0
C2335,0.0
C2675,0.0
